19	352	0
0	179	0
16	144	0
16	84	0
23	111	0
26	54	0
26	93	0
0	89	0
23	169	0
15	119	8
0	303	0
20	360	0
0	222	0
18	148	0
19	85	0
26	26	0
20	325	0
28	46	0
0	17	0
0	197	0
0	149	0
24	2	0
0	261	256
0	204	0
0	311	0
0	189	793
19	350	0
23	105	0
0	291	4
0	132	0
26	49	0
26	49	0
24	348	0
0	306	0
20	201	0
19	284	12
21	209	0
16	72	262176
26	116	0
26	116	0
16	271	0
0	102	0
0	154	0
0	279	0
0	177	0
0	9	0
0	111	260
0	201	6
0	30	0
0	30	0
0	236	0
0	218	1
16	336	0
0	264	0
21	302	128
0	299	0
0	280	0
0	179	0
21	38	145
21	193	0
0	284	0
21	126	4
0	106	0
0	303	3
0	341	128
0	280	0
0	109	0
0	42	0
28	69	0
28	69	0
0	150	0
33	137	16
15	86	16
19	74	4
19	74	4
23	239	0
0	136	8
23	327	16384
0	203	0
0	240	0
0	119	0
16	14	4
0	14	8
0	131	0
0	96	0
15	37	64
16	93	0
0	120	1
0	245	1066
0	109	0
16	124	0
0	71	0
14	176	0
0	275	8
0	242	0
0	258	0
15	142	0
14	217	1
0	181	0
0	343	1
0	156	64
20	221	0
25	311	0
15	155	0
0	271	0
0	177	0
15	151	0
14	40	0
15	168	2097152
14	305	0
0	1	0
0	323	16
15	170	1
0	158	0
19	348	0
15	7	2
14	289	2
14	133	1
20	268	0
0	5	0
15	228	0
19	109	128
0	25	2048
16	350	0
0	300	2
13	208	515
14	255	0
17	150	0
16	285	2
0	230	26
15	296	0
14	25	0
14	176	0
17	156	0
15	216	8192
13	318	0
13	322	0
14	300	274
21	270	4
0	48	0
15	335	2
0	23	512
16	152	0
15	222	16
14	224	1
14	320	0
0	31	16
15	161	0
0	108	8
31	306	0
15	291	34
16	41	1
21	151	0
0	310	0
17	110	0
0	68	0
0	15	0
14	153	0
18	206	5
17	197	0
16	327	8
17	208	4196386
0	283	0
16	171	0
0	32	0
15	183	0
17	155	520
19	325	0
15	302	0
37	55	0
16	217	0
0	339	1024
16	224	0
15	282	0
57	326	0
13	283	4
0	120	0
0	266	0
0	257	1024
0	145	2048
23	21	0
0	250	33554433
0	276	0
0	80	0
14	290	0
0	191	0
17	335	0
0	338	0
16	285	0
15	179	0
16	356	0
16	303	512
0	164	0
14	212	0
14	318	0
14	312	0
15	278	0
0	325	0
13	264	0
14	296	2
14	275	2
16	167	0
18	243	4144
16	144	0
18	232	0
15	258	0
0	214	0
0	229	0
15	312	16384
13	303	8
23	288	0
0	319	0
0	345	64
18	284	4
15	25	0
19	340	0
0	103	0
0	316	0
19	293	0
19	45	0
16	318	0
0	346	524816
15	148	2
15	320	0
14	146	2
14	324	64
0	183	16
0	187	8
16	330	0
26	223	0
16	320	0
14	327	0
13	214	0
13	272	0
15	277	0
0	294	0
0	252	0
16	100	0
15	110	0
40	283	8
0	321	8
0	62	6
15	93	2
19	102	0
0	173	0
16	229	0
14	337	128
15	170	4
16	328	0
19	43	1
0	116	5
15	173	16
15	168	0
14	279	1046
0	354	0
0	102	0
0	184	1
17	220	0
16	294	2
0	303	0
15	219	0
19	299	0
14	230	2
19	307	0
0	113	3
19	143	0
14	144	2
0	233	0
0	97	4
16	14	8
16	308	0
16	287	0
17	220	0
15	104	0
14	312	1
0	309	0
0	305	0
0	289	0
15	156	0
14	223	128
15	341	0
15	313	0
14	340	0
14	30	0
19	219	0
0	297	0
14	180	2
13	334	0
0	216	522
0	349	0
0	327	0
0	21	0
16	282	0
0	165	0
0	239	4
0	327	0
0	302	0
22	228	0
28	91	0
0	111	0
17	280	0
0	49	0
17	276	0
13	262	0
0	107	0
16	3	0
20	199	0
16	325	2
20	164	0
0	55	1
14	96	2054
14	330	0
17	166	0
16	306	4
14	248	0
20	147	0
15	279	64
0	286	8192
0	214	0
17	159	0
16	277	128
18	20	1
18	282	0
0	303	0
13	198	0
14	349	65
17	215	0
15	208	0
0	347	0
16	213	2
20	37	0
15	320	1024
16	107	16
14	276	16384
17	223	0
15	201	0
13	4	0
0	166	0
14	15	0
16	3	1
16	288	0
15	274	0
15	322	0
0	343	1
0	317	0
0	174	4
15	148	0
16	230	4
17	353	33
15	350	0
18	226	0
16	3	0
0	347	0
15	273	0
15	304	0
17	186	0
0	239	0
16	94	512
0	1	1
15	285	64
20	332	0
14	319	0
13	305	0
22	299	0
37	34	0
15	193	0
24	317	0
24	317	0
14	186	0
14	155	2
14	317	0
0	318	4
19	248	128
16	245	1
17	30	64
14	318	0
16	238	0
0	344	0
16	313	0
14	255	8
14	216	0
15	175	0
16	163	33554432
16	321	3
16	291	0
0	318	25
17	42	4
15	186	0
12	336	34
19	328	8
0	68	2
15	297	0
16	290	0
0	292	0
0	11	0
16	346	16384
14	302	6
15	259	0
0	262	0
0	291	0
15	1	1
17	202	2
0	317	0
16	9	0
16	107	512
17	249	256
0	350	0
22	299	0
20	19	0
0	344	512
0	211	0
17	233	0
13	168	16
20	260	0
16	333	2
0	159	0
17	306	2
0	252	1026
15	162	130
0	183	131072
18	202	0
15	293	0
17	236	0
16	329	0
15	285	0
22	107	0
14	311	2
14	253	1
19	324	0
16	90	128
18	318	0
16	248	16
17	322	64
25	251	0
16	278	0
0	280	0
0	147	2
16	205	0
0	298	0
14	169	0
15	256	1
21	189	0
0	290	33
0	104	0
15	42	0
15	202	0
15	207	6
0	268	0
15	257	0
15	289	0
15	352	64
15	86	16
16	156	0
0	24	0
13	104	0
0	230	0
0	291	2
18	67	4
15	73	5
16	258	0
16	198	37
0	281	0
14	304	0
18	140	0
14	319	1
19	305	0
15	259	16
17	292	0
0	309	64
13	309	0
21	69	0
17	4	20
0	309	0
14	179	9
0	306	0
16	293	0
14	291	1
21	14	16
23	162	0
0	258	1
0	315	0
0	337	35
14	328	4
14	334	0
0	36	0
0	3	0
0	360	0
15	170	0
57	2	0
12	351	0
14	191	1
16	244	0
17	198	0
15	256	0
15	216	4
19	329	32
0	340	0
0	276	0
17	136	0
17	136	0
17	279	0
16	266	262149
13	321	0
14	150	0
0	64	1
19	93	4194304
0	126	0
15	323	0
22	275	0
0	257	64
14	344	0
17	182	3
14	317	0
0	158	1
0	168	0
18	219	0
14	336	0
14	235	64
12	288	0
0	163	0
0	266	0
11	158	0
17	290	0
15	212	0
15	218	0
17	291	0
13	328	0
14	353	0
17	14	2
0	151	305
14	197	0
0	304	0
0	288	0
0	285	0
17	90	0
0	332	0
0	154	0
17	241	0
17	2	0
0	312	0
0	338	8192
14	319	0
0	318	32
0	333	0
0	269	3
18	67	0
0	165	0
17	232	68
12	324	2
16	283	0
21	209	1
13	288	0
14	346	0
12	209	1
0	268	0
0	154	0
13	336	192
15	204	524288
0	218	0
15	243	0
17	225	0
0	8	10
0	164	8
19	223	1
17	94	4
17	271	0
0	259	1
0	247	0
18	87	0
15	317	128
15	276	0
21	190	1
16	178	4
16	326	0
0	324	0
0	352	0
14	319	0
14	252	0
15	290	64
19	41	0
15	318	0
14	276	4
15	307	0
16	254	0
15	175	1048576
16	352	128
15	327	2
0	113	1
13	301	0
17	344	0
15	353	0
0	289	0
0	111	0
16	33	0
15	317	2
0	87	524544
15	183	0
24	283	0
16	90	0
0	10	0
0	326	0
15	311	0
0	330	4
0	325	32769
13	291	0
16	356	0
15	245	0
15	322	0
14	314	0
0	87	0
14	346	0
13	312	18
16	247	2
0	111	0
13	299	0
0	238	0
0	239	0
13	218	0
19	23	0
19	347	2
16	234	128
26	250	129
0	315	0
14	349	0
16	308	2
21	247	0
15	14	262148
14	313	0
0	53	0
13	263	128
15	203	0
17	311	2
31	271	0
15	255	0
27	336	0
0	89	0
0	42	0
0	74	0
0	157	0
0	214	0
0	316	0
16	343	32
22	235	0
0	164	0
0	284	0
16	39	0
17	296	48
0	341	0
19	58	1
16	315	64
16	72	0
15	330	257
0	94	16
20	345	2
0	212	0
0	48	512
0	13	0
0	150	66
0	333	0
0	239	0
0	342	0
0	349	0
0	346	0
33	239	0
0	343	1
0	240	8
0	194	0
0	90	4
0	123	0
19	302	0
0	59	64
29	336	0
33	281	0
18	315	0
0	136	1028
14	238	32
0	271	0
17	353	0
14	345	0
0	286	0
16	327	0
19	331	0
18	113	0
0	212	24
0	291	0
0	6	0
24	313	64
14	145	0
0	135	0
0	81	128
29	228	0
0	123	0
0	89	0
0	148	0
16	6	1056
20	182	0
21	203	1
22	352	0
0	120	2
0	5	0
0	253	0
0	171	0
0	227	96
19	14	0
18	361	0
22	247	129
0	178	0
0	144	42
0	217	0
0	350	8
19	221	0
0	302	0
18	215	512
15	325	0
15	329	0
0	155	0
17	200	0
20	277	16
20	164	16384
15	3	4
0	108	0
0	24	0
17	327	0
0	148	0
13	292	0
15	103	4
0	108	0
17	337	0
17	220	0
21	302	2
14	311	0
16	265	0
0	260	64
12	343	0
0	131	24
0	175	1
0	300	0
0	148	0
0	196	0
14	103	0
13	308	0
16	198	259
0	196	8192
0	327	16
13	271	0
0	101	262
16	261	0
15	293	0
12	345	1
23	71	2
0	165	32
13	201	0
0	189	16
0	179	16
18	106	0
14	327	0
16	7	0
13	327	1
0	161	0
17	271	1
0	2	1
0	300	2
16	117	0
0	297	18
20	333	0
17	193	0
16	223	0
0	340	0
0	143	4
15	196	2064
17	285	0
0	290	0
0	29	0
0	307	1
16	188	0
17	332	0
0	228	2
0	32	0
0	5	1033
16	136	1
13	325	0
15	284	0
16	220	2049
21	53	0
17	227	0
0	299	0
0	229	515
15	263	0
0	236	0
0	317	1
0	104	0
0	290	0
16	213	16
0	322	1
14	323	1
14	348	1
14	340	8
17	258	0
0	40	1
0	40	1
0	113	0
14	263	0
0	160	0
0	297	0
0	145	262144
0	303	0
0	157	0
33	332	0
0	192	0
15	282	16
0	261	16
14	344	0
17	94	2
0	90	0
20	68	20
0	36	0
0	204	1
14	286	0
15	317	0
16	286	1
16	306	0
13	278	0
16	233	0
14	46	16777216
0	144	0
15	295	0
18	157	32
0	268	0
13	145	0
13	294	1
14	344	1
0	154	0
0	162	0
0	234	0
0	191	16
22	13	4
0	190	0
0	42	0
12	349	0
33	262	0
0	262	0
15	321	16
16	293	17
0	238	0
0	9	0
14	241	0
0	294	0
41	326	0
0	145	1
23	157	0
0	302	0
12	358	0
14	258	0
21	163	16
16	236	0
0	313	130
0	298	512
12	322	1
14	249	0
0	319	0
0	208	0
22	304	0
22	42	64
14	229	0
16	16	0
18	194	0
15	221	0
18	298	0
21	307	0
0	268	0
0	313	0
0	242	0
0	147	0
15	188	0
17	50	0
17	50	0
0	305	1
16	98	0
14	108	128
15	290	8192
14	324	0
15	41	1
15	17	0
17	144	8
0	253	0
15	192	0
0	35	32
15	239	0
15	296	0
14	322	64
0	244	0
15	88	1
16	323	0
16	183	0
0	321	0
0	283	0
13	298	0
13	306	0
15	305	0
14	327	0
15	99	0
18	261	0
0	328	80
0	172	64
14	277	0
14	72	8704
0	111	0
16	227	0
19	270	0
0	40	0
0	264	0
0	315	0
0	103	0
0	203	2
0	317	1
16	285	512
15	140	0
0	335	0
18	232	0
15	164	0
0	42	0
14	263	1
15	257	0
0	108	64
12	352	16
20	159	0
0	283	0
18	117	4
13	354	16
17	122	4096
16	41	2
0	296	0
0	308	0
16	348	1
0	336	1
0	330	2
16	213	0
15	325	18
15	291	0
15	348	0
0	299	0
15	41	16
13	246	0
15	140	0
0	285	0
0	282	0
0	147	0
15	226	0
0	333	0
16	300	8
13	290	0
17	139	0
17	27	0
0	27	0
0	306	0
12	308	144
0	309	0
0	295	0
0	46	0
14	291	0
15	267	16
17	265	5
0	167	0
0	314	4
0	361	0
0	290	1
15	317	0
0	102	0
0	335	64
15	222	16
13	1	0
14	199	17
13	320	0
21	191	0
14	266	0
15	309	0
15	315	262145
15	304	131072
17	325	0
17	332	0
19	247	0
0	291	0
0	112	4
50	302	16
16	3	0
14	166	80
14	97	0
0	95	8388608
12	347	512
15	306	0
13	286	3
15	259	0
14	92	64
0	133	0
13	294	4
15	316	0
18	324	0
16	145	0
18	239	513
16	5	64
15	294	0
0	315	0
14	337	0
0	301	0
0	280	128
0	276	0
0	280	0
0	8	2
0	273	0
0	248	512
0	290	16384
0	262	0
0	283	0
0	293	8
0	26	0
0	280	0
0	340	0
0	283	0
17	23	1285
18	16	0
18	29	0
15	26	1
0	275	0
0	230	0
0	75	0
0	347	0
0	91	0
0	99	264
0	52	8
0	219	0
0	313	0
0	101	2
0	313	0
0	254	0
0	244	0
0	36	0
0	88	1
0	169	0
0	156	0
0	32	0
0	46	0
0	78	64
0	250	69
0	247	0
0	47	0
17	107	8
0	237	0
0	100	0
0	351	0
0	73	1024
0	193	0
0	54	0
0	116	132
0	94	0
0	53	0
0	159	4
0	191	0
0	319	0
0	86	0
0	203	0
0	145	4
0	98	0
0	299	0
0	94	1024
0	189	8
0	189	8
0	243	524292
0	213	0
0	79	0
0	96	0
0	52	0
0	82	4
0	168	8192
0	107	0
0	69	0
0	86	0
0	131	0
0	248	0
21	63	16
0	95	5
0	74	0
0	93	0
0	234	65600
0	155	0
0	261	0
0	81	512
0	352	0
0	87	0
0	139	8
0	103	0
0	133	4
0	52	0
0	144	58
0	195	0
0	227	0
0	49	0
0	49	0
0	168	0
15	43	10
0	156	2
0	61	260
0	201	0
0	253	0
0	358	0
0	352	0
17	59	0
16	40	0
16	67	16385
18	87	2048
16	70	0
20	90	2
16	81	16384
19	127	1024
17	165	0
18	65	0
0	48	0
0	41	4098
0	57	0
0	57	0
0	234	0
0	227	0
0	241	0
0	83	0
0	86	0
0	22	16384
0	41	0
0	41	0
0	296	0
0	115	0
0	149	0
0	294	0
0	16	4
0	91	2
0	82	16
0	26	129
0	188	16388
0	75	32
0	57	0
0	57	0
0	101	0
0	106	0
0	248	0
0	145	0
0	84	0
0	23	0
0	116	2
0	69	1024
0	75	12
0	75	12
0	99	0
0	144	0
0	283	0
0	221	0
0	246	8
0	40	128
0	40	128
0	308	0
0	91	0
0	74	35
0	81	0
0	53	0
0	71	0
0	98	0
0	88	0
0	332	2
0	199	192
0	348	64
0	324	2
0	186	0
0	173	0
0	343	0
0	96	2
0	357	0
0	312	3
0	196	5
0	314	0
0	186	0
0	302	5
0	302	5
0	321	0
0	339	0
0	353	0
0	313	8
0	339	0
0	334	0
0	305	2
0	352	0
0	203	0
0	347	262144
0	174	0
0	303	4
0	342	0
0	191	0
0	179	0
0	314	2048
0	336	2
0	352	2
0	184	1024
0	186	0
0	186	0
0	187	0
0	200	0
0	330	4
0	165	0
0	319	16384
0	358	2
0	337	0
0	316	64
0	345	0
0	324	2
0	188	1032
0	346	1026
0	343	0
0	200	1
0	315	256
0	297	1
0	192	1
0	341	0
0	313	0
0	336	16
0	333	0
0	345	1
0	337	0
0	337	0
0	165	16384
0	194	0
0	202	0
0	202	0
0	166	0
0	357	0
0	166	32
0	166	32
0	317	32
0	323	0
0	201	0
0	313	0
0	310	0
0	175	0
0	175	0
0	25	0
0	13	4
0	44	0
0	44	0
0	44	0
0	92	34
0	156	1024
0	76	0
0	207	0
0	273	4096
0	312	64
0	308	0
0	260	0
0	93	0
19	32	0
31	288	0
0	313	0
0	287	0
0	91	0
0	66	0
0	94	0
0	39	0
0	62	0
0	227	1024
0	134	8192
0	315	0
0	315	0
20	36	1024
0	150	0
0	6	0
0	233	0
0	69	0
0	153	4
0	180	0
0	153	0
0	197	0
0	246	0
0	191	130
0	93	0
0	237	32
0	323	0
0	25	0
0	344	32
0	10	0
0	106	0
0	46	0
0	5	4
0	71	2097153
0	280	0
0	4	40
0	83	2
0	158	0
0	81	1048576
0	64	0
0	139	0
19	300	0
19	300	0
0	41	0
0	33	10
0	73	0
0	30	0
0	262	5
0	96	8
0	58	0
0	350	0
0	70	0
0	269	0
0	111	0
0	86	0
0	94	0
0	31	0
0	2	0
0	316	0
0	54	0
0	54	0
0	14	8
0	304	0
0	4	0
0	50	0
0	222	128
0	250	0
0	72	0
0	144	10240
0	147	128
0	301	16
15	62	0
0	55	32
0	187	0
0	187	0
0	119	0
0	327	0
0	149	0
0	25	0
0	130	0
0	268	0
0	80	0
0	300	0
0	140	0
0	164	1
0	111	2
0	101	0
0	134	256
0	31	1
0	62	0
0	125	0
0	279	0
0	42	0
0	42	0
0	279	0
0	152	16
0	176	0
0	191	0
0	191	0
0	2	0
0	283	0
15	3	0
18	71	6
0	71	0
0	352	0
0	280	0
0	184	32
0	73	1
0	309	0
0	189	0
0	25	256
16	321	16
0	317	2
18	228	2
0	141	4
15	316	26
0	337	0
0	337	0
0	217	260
16	220	6144
17	344	128
20	358	0
0	95	0
19	209	0
17	65	1
0	311	0
0	340	0
15	348	0
0	291	192
15	328	0
0	72	16
21	344	4608
0	241	0
0	10	130
0	345	6
0	313	1
18	93	0
0	85	4
16	72	2
18	268	0
17	357	1048832
15	282	2
16	289	0
16	289	0
16	151	0
18	322	2
0	151	64
17	22	512
0	347	1
0	69	1
0	318	0
19	168	0
0	330	0
15	301	0
0	51	8
0	51	8
0	137	0
16	346	0
20	324	256
16	320	1048836
16	9	0
0	147	0
15	289	0
18	303	0
17	317	0
17	145	0
15	220	34
0	287	16
15	74	32
0	6	2
0	322	64
0	284	0
19	6	8192
0	316	64
0	55	1
18	216	96
0	340	48
0	314	2
0	176	64
0	58	0
0	58	0
16	159	18
0	94	32769
0	317	0
22	351	0
0	345	0
18	46	292
18	94	0
0	215	262
15	323	8
16	345	512
15	347	4096
0	316	0
0	323	0
15	4	9
15	167	32
28	348	0
0	323	0
0	94	0
18	83	10
16	261	8
15	331	0
19	88	0
19	64	2
0	292	0
18	36	4
17	360	8
0	71	2
17	178	0
15	166	0
0	137	16385
0	357	0
0	322	0
18	327	0
18	327	0
15	293	0
0	344	0
15	239	8
0	329	2
21	243	0
17	151	1
0	28	0
0	9	262144
18	93	0
20	22	0
0	48	0
0	48	0
0	65	0
0	348	66
19	356	0
16	25	8
15	315	0
0	347	1
17	345	0
0	301	1
0	114	0
19	260	0
0	208	0
0	338	0
0	262	0
17	204	0
17	319	8
0	308	16
0	286	0
0	60	0
0	337	0
0	338	128
17	336	0
0	325	0
16	321	2048
22	165	32
0	82	0
0	302	0
16	319	3
0	122	0
0	289	0
17	320	0
17	94	16
16	324	0
0	330	16384
0	356	32768
0	153	0
0	355	0
16	336	16
0	293	1
0	14	1
18	148	0
16	355	0
16	357	0
21	312	0
15	276	0
0	14	0
20	58	0
20	58	0
0	88	0
18	99	0
0	39	8
0	82	2048
0	278	0
15	262	0
0	288	0
0	165	0
15	323	0
0	180	32
23	289	1
18	296	0
18	302	34
0	41	0
16	331	0
17	342	128
0	344	64
16	336	4
15	282	0
0	286	0
0	91	1
0	20	514
15	66	0
0	342	0
0	348	0
15	329	1
16	213	0
17	11	1
18	309	8
16	285	0
21	101	0
22	354	0
0	346	1
16	135	3
0	310	64
0	286	0
19	208	1
15	356	16
18	350	0
17	122	0
21	317	0
0	344	64
0	91	20
17	202	2
19	60	0
17	336	32
0	226	0
25	296	0
0	274	0
16	309	2
0	31	262148
0	93	4
19	334	8704
16	164	2
0	72	2
15	322	2
0	305	0
21	315	64
30	322	69632
19	20	0
16	58	0
16	58	0
18	156	0
16	345	0
15	289	0
0	329	0
16	188	64
0	100	0
0	326	0
17	226	2
18	47	4
0	335	0
0	349	0
16	326	8
0	300	64
0	209	4
0	328	0
19	352	4
0	304	0
18	191	0
21	81	0
0	278	0
25	35	0
25	35	0
16	344	1
16	194	0
19	316	0
0	78	0
0	81	8
16	27	0
0	309	1024
0	355	786432
0	327	0
16	86	0
0	29	64
18	47	4096
18	47	4096
18	74	1
0	343	0
19	65	0
19	73	2
0	278	262
0	336	0
16	58	512
16	58	512
17	265	16
16	217	0
16	53	0
16	53	0
0	28	0
0	320	16384
0	349	0
0	338	16
16	286	0
16	345	32
17	202	132
16	360	0
18	334	0
15	349	0
0	333	4
0	90	0
17	16	0
17	192	0
19	68	0
18	157	2
0	137	0
16	346	0
0	281	4130
0	325	32768
0	99	4096
18	165	17
16	316	0
19	318	1048581
17	332	2048
16	342	0
15	353	0
17	293	513
0	355	0
17	338	0
17	282	0
17	352	0
17	290	64
0	323	0
16	322	0
0	157	2
16	351	0
15	339	0
18	22	64
17	325	0
0	348	10240
0	328	3
19	42	0
15	294	0
17	208	0
19	319	2
16	333	0
17	312	0
17	337	256
16	151	1
19	153	0
15	199	2
16	61	256
0	161	2
0	160	0
15	48	16
15	80	0
0	357	0
18	240	0
16	328	0
0	314	16
16	144	33
16	205	0
0	77	64
0	59	0
0	340	1
17	352	0
15	160	64
15	184	0
15	80	2
17	78	64
18	348	0
21	269	32
18	324	64
0	288	0
0	341	2
18	333	8
15	323	1
17	341	3
0	318	512
20	54	4
20	54	4
16	297	4
0	286	0
15	361	0
0	289	0
0	107	64
0	221	0
17	81	0
16	50	0
0	340	1
0	328	0
15	357	9
16	348	0
0	9	16384
0	212	2
16	347	0
0	295	64
0	34	1
16	17	0
18	50	0
18	50	0
17	188	8
20	313	131072
0	37	0
18	348	16
0	295	64
16	105	0
0	66	0
15	343	1
15	234	65568
15	276	0
20	26	0
0	288	0
0	91	2
0	84	0
0	345	16387
0	274	0
18	317	18
16	97	0
18	339	0
0	302	0
0	121	8
15	38	0
16	343	24
0	346	64
0	2	16
16	353	0
15	351	42
17	332	352
17	277	18
0	281	4
15	293	0
24	320	0
16	319	0
16	326	0
18	245	2
15	340	0
0	341	0
16	13	4
0	3	0
15	97	6
16	296	0
0	183	2
0	326	8194
17	344	1
0	184	0
17	90	32
0	89	0
16	319	0
16	67	0
0	178	0
22	203	0
16	342	0
0	92	0
0	248	0
0	243	2
18	199	0
17	97	0
20	195	9
15	347	4096
0	340	0
15	335	0
16	66	72
0	111	0
15	322	2
15	197	0
15	304	64
15	84	0
18	345	0
0	311	16
18	303	16
17	29	1
17	32	1
0	33	512
15	131	0
0	268	1
16	275	0
18	224	260
0	275	33
16	341	2
16	328	2048
0	345	0
25	304	0
0	273	0
0	303	2
17	316	0
15	340	0
19	79	64
33	303	0
20	316	32
16	98	0
0	302	0
0	155	0
15	333	2
19	171	2
15	287	290
17	335	16
19	55	2
19	55	2
19	64	0
0	295	0
0	313	1
0	349	0
17	69	4
15	82	2
18	319	128
15	272	0
15	309	1
17	312	8192
16	355	0
0	52	0
0	52	0
15	318	0
15	199	0
0	309	0
15	341	2048
0	342	2
0	55	16
0	55	16
15	315	2
16	340	1
18	339	8
0	349	768
16	313	256
0	69	3
15	309	1
16	319	0
16	331	0
0	319	2
16	327	8
0	328	64
18	114	0
17	293	0
0	101	32
20	259	8
0	341	0
0	138	32
17	78	64
19	37	136
19	46	0
0	204	0
0	303	0
0	148	64
18	164	6
0	330	2
15	295	1
19	341	0
17	281	264
17	195	32
0	294	0
0	201	2
17	99	128
33	161	32
0	279	0
0	330	0
0	72	4
0	309	16
19	205	0
17	18	0
21	320	0
0	46	0
0	46	0
16	108	0
18	352	80
0	65	0
18	101	0
18	311	258
18	77	0
0	240	65
0	354	5
0	142	1
16	339	1
17	50	4194560
0	60	0
15	220	8
15	356	0
0	146	1
18	30	0
18	101	1
21	226	0
17	65	2
0	317	0
23	140	0
0	312	64
15	45	2080
15	45	2080
16	361	0
18	20	0
0	52	0
0	206	0
0	168	8
0	22	16384
0	154	0
0	157	0
15	314	0
18	321	0
0	105	0
19	206	0
16	65	0
18	72	0
0	5	0
16	361	400
18	95	0
0	143	1
0	332	16
17	157	2
19	303	0
0	90	0
18	331	0
21	111	32
17	68	80
0	151	8
0	93	12
0	158	1
0	235	0
0	267	0
0	188	0
0	188	0
0	188	0
0	198	0
0	164	8
0	188	0
0	188	0
0	277	0
0	89	65536
0	153	4
0	292	1
0	78	0
0	325	0
0	114	2
0	168	0
0	114	1
19	52	0
19	52	0
0	92	128
0	285	0
0	136	1
0	32	4
20	59	1
0	71	0
0	63	16384
0	13	0
0	93	32
0	283	8
0	352	0
0	313	0
0	66	4
0	47	0
0	41	0
0	317	0
0	312	2
0	55	0
0	55	0
0	71	0
0	185	0
0	231	0
0	80	18432
0	159	8192
0	179	262144
0	179	262144
0	257	0
0	270	2
0	169	0
0	197	0
0	178	4
0	206	0
0	203	1
0	117	0
0	109	24
0	87	2048
0	87	2048
0	82	0
0	244	0
0	176	0
0	12	1024
0	6	0
0	187	0
0	217	0
0	217	0
0	116	0
0	124	0
0	319	0
0	342	0
0	348	1
0	142	0
0	57	0
0	340	2048
0	357	4
0	342	0
0	351	0
0	347	0
0	343	2
0	338	0
0	353	640
0	327	0
0	360	0
0	337	5
0	336	0
0	335	0
0	350	0
0	339	0
0	326	8
0	358	0
0	344	0
0	345	2
0	335	65536
0	347	32
0	325	2
0	331	0
0	341	0
0	329	8320
0	347	32768
0	347	0
0	343	2064
0	340	2
0	355	0
0	342	0
0	327	1
16	359	520
0	318	0
0	318	0
0	326	0
0	340	0
0	356	16
0	360	0
0	340	65536
0	343	0
0	335	64
0	340	8
0	184	0
0	108	2
0	135	2
0	97	0
0	82	0
0	106	0
0	34	0
18	221	0
20	30	0
20	30	0
17	69	132
0	135	0
15	96	0
0	162	0
18	153	0
20	343	131072
0	357	128
0	208	2
15	29	0
15	29	0
0	56	33
0	339	0
18	142	0
17	109	0
0	139	0
19	227	32
22	170	4
18	204	0
14	310	7
0	74	0
0	130	512
0	309	2
21	315	0
0	329	0
0	30	130
20	263	512
19	309	0
0	34	4
0	149	0
17	262	0
0	285	8
16	313	0
0	71	0
20	243	0
0	126	0
14	108	2
21	308	0
21	298	0
28	71	0
18	298	0
0	159	0
0	300	0
0	117	32
18	72	0
17	177	0
17	202	0
